ticker,return,volatility
INFY.NS,-0.1984704000439382,0.28427906590733315
M&M.NS,0.06113466986048144,0.30183983471269454
RELIANCE.NS,0.00044022209914929976,0.23035694289079311
SBIN.NS,0.3874727345474258,0.2244819353907085
TCS.NS,-0.2613274056769626,0.24926502504275835
